Id,price,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
3160,65,within an hour,1,0.84,t,1,t,-33.92520456,151.2535948,Apartment,Private room,1,1,1,1,Real Bed,500,15,1,35,2,30,57,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.95
3161,100,N/A,N/A,N/A,f,1,f,-33.91691136,151.2491563,Apartment,Entire home/apt,4,2,2,2,Real Bed,,25,1,0,3,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,0.03
3162,210,N/A,N/A,1,f,1,f,-33.70638158,151.2931049,House,Entire home/apt,4,1,2,3,Real Bed,500,150,1,0,14,90,7,100,10,9,10,10,10,10,t,flexible,f,f,0.31
3163,69,N/A,N/A,N/A,f,2,t,-33.90803386,151.2112828,Apartment,Private room,2,1,1,1,Real Bed,150,,1,0,2,12,1,80,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.03
3164,301,N/A,N/A,N/A,f,1,f,-33.88475828,151.2757831,Apartment,Entire home/apt,4,1,2,2,Real Bed,1000,,1,0,7,7,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3165,301,N/A,N/A,N/A,f,1,t,-33.88834975,151.2718159,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,3,1000,2,100,10,8,10,10,10,10,f,moderate,f,f,0.08
3166,100,within an hour,1,1,f,3,f,-33.86189238,151.2032618,House,Private room,2,1,1,2,Real Bed,,20,1,0,1,1125,65,91,9,9,10,9,10,9,t,strict_14_with_grace_period,f,f,5.51
3167,200,N/A,N/A,N/A,f,1,f,-33.85758305,151.1804002,Townhouse,Entire home/apt,4,2,2,3,Real Bed,200,150,1,50,3,3,4,95,10,10,10,10,10,10,t,flexible,f,f,0.09
3168,103,within an hour,1,1,f,1,f,-33.72004932,151.296158,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,5,1125,0,,,,,,,,t,moderate,f,f,
3169,41,within an hour,1,0.91,f,3,f,-33.92905249,151.0891574,House,Private room,1,1,1,1,Real Bed,400,50,1,20,1,1125,8,88,9,9,10,10,9,9,f,flexible,f,f,0.51
3170,150,N/A,N/A,1,t,1,f,-33.85488597,151.1414372,Apartment,Entire home/apt,5,1,3,4,Real Bed,200,80,4,0,2,1125,31,99,10,10,10,10,10,10,t,moderate,f,f,0.89
3171,301,within a day,1,0.5,f,1,f,-33.87311399,151.2724219,Townhouse,Entire home/apt,6,2.5,3,4,Real Bed,500,100,5,50,5,13,2,100,10,10,10,10,10,10,f,flexible,f,f,0.18
3172,60,within a few hours,1,0.4,f,1,t,-33.88172182,151.2175806,Apartment,Private room,1,1,1,1,Real Bed,159,,1,0,14,60,43,95,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.83
3173,205,N/A,N/A,N/A,f,1,t,-33.89206671,151.2701746,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,95,1,0,5,1125,5,96,10,10,10,10,9,9,f,moderate,f,f,0.08
3174,110,within a day,1,N/A,f,1,f,-33.78004496,151.2779707,Apartment,Entire home/apt,3,1,2,2,Real Bed,,,1,0,14,31,0,,,,,,,,t,flexible,f,f,
3175,301,N/A,N/A,1,f,0,f,-33.91215401,151.2509841,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,3,20,2,100,10,10,10,10,10,9,t,moderate,f,f,0.78
3176,110,within a few hours,0.86,0.25,f,2,f,-33.92551829,151.1898676,Apartment,Entire home/apt,4,2,2,2,Real Bed,,,1,0,21,365,1,80,6,4,10,8,8,10,f,strict_14_with_grace_period,f,f,0.42
3177,100,N/A,N/A,N/A,f,2,f,-33.89583116,151.2429519,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,2,1125,2,100,10,10,10,10,10,10,t,flexible,f,f,0.15
3178,225,within an hour,1,1,f,38,f,-33.84844438,151.0722366,Apartment,Entire home/apt,5,2,2,3,Real Bed,300,154,4,30,2,120,32,95,10,10,9,10,10,9,t,strict_14_with_grace_period,f,f,3.84
3179,75,N/A,N/A,1,f,1,f,-33.6529778,151.3201297,Apartment,Private room,1,1,1,1,Real Bed,1000,0,1,25,21,1125,8,88,9,9,9,9,9,9,f,moderate,f,f,0.15
3180,221,within an hour,1,0.99,t,2,f,-33.8771243,151.2247182,House,Entire home/apt,6,2.5,2,3,Real Bed,0,120,4,20,2,30,35,99,10,10,10,10,10,10,t,moderate,f,f,5.41
3181,120,N/A,N/A,N/A,f,1,f,-33.91671697,151.2586561,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,7,11,0,,,,,,,,t,flexible,f,f,
3182,145,N/A,N/A,0.86,f,1,t,-33.88960419,151.1407874,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,0,60,1,0,3,21,7,97,10,9,10,10,10,10,f,moderate,f,f,0.48
3183,86,N/A,N/A,N/A,f,1,t,-33.80259171,151.0930642,House,Private room,2,1,1,1,Real Bed,,,1,0,2,14,0,,,,,,,,t,flexible,f,f,
3184,81,N/A,N/A,1,f,2,f,-33.8970934,151.1524252,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,16,21,98,10,10,10,10,10,10,t,flexible,f,f,1.44
3185,74,within a few hours,1,0.33,f,1,t,-33.89203414,151.260063,Apartment,Private room,1,1,1,1,Real Bed,158,20,2,0,2,1125,0,,,,,,,,f,flexible,f,f,
3186,55,within an hour,1,0.99,f,14,f,-33.7268923,151.0745029,House,Private room,1,1.5,1,1,Real Bed,,0,1,0,1,1125,3,73,7,7,7,7,9,7,t,flexible,f,f,0.69
3187,36,within an hour,1,1,f,3,f,-33.91502992,151.2411235,Guesthouse,Private room,1,1,1,1,Real Bed,,,1,0,1,25,4,100,10,10,10,10,10,10,t,moderate,f,f,0.3
3188,110,within an hour,0.99,0.97,f,260,f,-33.88073837,151.2356765,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,180,2,0,2,1125,4,95,10,9,10,10,10,10,t,flexible,f,f,2.03
3189,301,within an hour,1,0.96,f,2,f,-33.89869277,151.1817076,House,Entire home/apt,6,2,2,3,Real Bed,400,180,4,15,2,90,37,94,10,9,10,10,10,9,f,moderate,f,f,1.76
3190,46,within an hour,1,0.96,f,2,f,-33.77047611,151.0908294,House,Private room,6,2,2,4,Real Bed,200,60,2,45,1,1125,38,94,9,10,10,10,9,9,t,strict_14_with_grace_period,f,f,1.38
3191,95,within a few hours,1,0.93,f,4,f,-33.68263347,151.1051653,House,Private room,2,3,1,1,Real Bed,0,18,1,30,2,1125,5,76,8,6,8,8,8,8,t,moderate,f,f,0.13
3192,57,N/A,N/A,1,f,2,t,-33.89174692,151.2621676,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,3,8,0,,,,,,,,t,moderate,f,f,
3193,50,N/A,N/A,N/A,f,1,f,-33.89652299,151.2665843,House,Private room,1,1,1,1,Real Bed,,50,1,0,21,28,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3194,124,within an hour,1,0.99,t,3,t,-33.89344329,151.1860017,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,70,1,0,2,1124,292,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,5.69
3195,199,within an hour,1,1,t,5,f,-33.86930715,151.2254942,Boutique hotel,Hotel room,4,1,1,2,Real Bed,,,2,20,2,1125,14,100,10,10,10,10,10,10,t,flexible,f,f,1.92
3196,210,within an hour,0.99,0.97,f,260,f,-33.88937966,151.2768709,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,150,4,0,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3197,174,N/A,N/A,N/A,f,1,f,-33.88839513,151.2077065,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,5,1125,1,,,,,,,,t,flexible,f,f,0.04
3198,351,N/A,N/A,N/A,f,1,f,-33.88227921,151.2259478,House,Entire home/apt,6,1,3,3,Real Bed,200,100,4,25,1,1125,0,,,,,,,,f,flexible,f,f,
3199,86,N/A,N/A,1,f,1,t,-33.94391296,151.1968553,Apartment,Entire home/apt,2,1,1,1,Real Bed,,50,1,0,7,30,2,90,9,10,10,10,6,10,f,moderate,f,f,0.18
3200,174,N/A,N/A,N/A,f,1,f,-33.88491627,151.1645739,House,Entire home/apt,6,1.5,2,3,Real Bed,0,75,4,20,3,7,11,98,10,10,10,10,9,10,f,moderate,f,f,0.35
3201,94,within an hour,1,1,f,2,f,-33.62118733,151.336147,House,Private room,2,1,0,1,Real Bed,,25,1,0,2,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,0.78
3202,81,within an hour,1,0.95,f,7,f,-33.89432463,151.1229002,Condominium,Private room,2,1.5,1,1,Real Bed,151,15,2,20,1,198,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3203,111,within an hour,1,0.99,t,13,f,-33.93752547,151.1483206,Apartment,Entire home/apt,6,2,3,4,Real Bed,350,130,4,20,1,1125,120,95,10,9,9,10,10,9,f,strict_14_with_grace_period,f,f,5.01
3204,120,N/A,N/A,N/A,f,1,f,-33.83288759,151.2450265,Apartment,Entire home/apt,2,1,2,1,Real Bed,,50,1,0,3,1125,0,,,,,,,,f,flexible,f,f,
3205,40,N/A,N/A,1,f,1,t,-33.80855035,151.0906729,Apartment,Private room,2,1,1,2,Real Bed,0,25,1,20,1,1125,0,,,,,,,,f,moderate,f,f,
3206,200,N/A,N/A,N/A,f,1,t,-33.88863088,151.2718374,Apartment,Entire home/apt,4,1,2,2,Real Bed,,75,1,0,7,1125,1,80,10,6,10,8,10,8,f,strict_14_with_grace_period,f,f,0.03
3207,174,N/A,N/A,1,f,1,t,-33.91749076,151.2583342,Apartment,Entire home/apt,4,1,2,4,Real Bed,1000,170,1,0,2,1125,5,70,8,7,8,9,10,8,f,strict_14_with_grace_period,f,f,0.53
3208,179,within an hour,1,0.99,t,1,f,-33.88934186,151.276018,Guest suite,Entire home/apt,2,1,1,1,Real Bed,1000,60,1,0,1,90,61,100,10,10,10,10,10,10,t,flexible,f,f,3.71
3209,149,N/A,N/A,N/A,f,2,f,-33.91678601,151.2011084,Apartment,Entire home/apt,3,1,2,2,Real Bed,200,75,1,0,5,1124,0,,,,,,,,t,flexible,f,f,
3210,250,N/A,N/A,N/A,f,1,t,-33.75477003,151.2802366,House,Entire home/apt,4,1,2,4,Real Bed,500,100,1,0,3,1125,0,,,,,,,,f,flexible,f,f,
3211,94,N/A,N/A,N/A,f,2,t,-33.85302584,151.1591391,Apartment,Entire home/apt,3,1,2,2,Real Bed,250,,1,0,2,7,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3212,351,within an hour,1,0.31,f,5,f,-33.9478505,151.1611971,House,Entire home/apt,6,2,3,3,Real Bed,1500,90,1,35,3,1125,41,95,9,9,10,10,9,9,f,moderate,f,f,0.8
3213,394,N/A,N/A,1,f,1,t,-33.89204073,151.2593938,House,Entire home/apt,8,4,4,4,Real Bed,1000,250,1,0,6,1125,5,92,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,0.12
3214,260,within an hour,1,1,f,5,f,-33.87819017,151.2038953,Apartment,Entire home/apt,6,1,2,3,Real Bed,500,120,4,30,2,1125,11,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.94
3215,150,within an hour,1,0.99,t,1,f,-33.77532321,151.2725707,Guest suite,Entire home/apt,2,1,1,1,Real Bed,,,1,0,1,31,159,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,6.85
3216,40,N/A,N/A,N/A,f,2,f,-33.92348034,151.22576,Apartment,Private room,2,1,1,1,Real Bed,200,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
3217,44,N/A,N/A,0.5,f,3,t,-33.88915809,151.2728202,Apartment,Private room,2,1,1,1,Real Bed,300,10,1,10,5,7,3,100,10,10,10,10,10,10,f,flexible,f,f,0.09
3218,220,within an hour,1,0.97,t,7,f,-33.91987502,151.252788,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,165,1,0,3,1125,7,100,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,0.11
3219,300,within an hour,1,0.96,f,1,f,-33.97282626,151.2542863,House,Entire home/apt,6,2.5,3,3,Real Bed,0,200,6,100,4,1125,2,90,10,9,8,9,9,9,t,strict_14_with_grace_period,f,f,0.78
3220,550,within an hour,1,0.88,t,51,f,-33.61668579,151.2071461,House,Entire home/apt,10,2,4,6,Real Bed,1000,500,1,0,2,90,2,90,8,10,8,10,9,8,t,super_strict_60,f,f,0.2
3221,120,within an hour,0.91,0.94,f,50,t,-33.87747886,151.2193047,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,50,1,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3222,120,N/A,N/A,N/A,f,1,t,-33.88742638,151.2297264,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,0,3,14,6,92,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.18
3223,535,within a day,1,0.25,f,2,f,-33.87251808,151.1653979,House,Entire home/apt,6,2.5,3,3,Real Bed,225,,1,0,3,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.04
3224,100,within an hour,1,1,t,5,f,-33.86927591,151.2253906,Boutique hotel,Hotel room,2,1.5,0,1,Real Bed,,,1,0,2,1125,32,97,9,10,10,10,10,10,t,flexible,f,f,3.24
3225,116,N/A,N/A,N/A,f,2,f,-33.89419399,151.2003389,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
3226,158,within a few hours,1,0.7,t,1,f,-33.79720504,151.2836707,Apartment,Entire home/apt,4,1,2,3,Real Bed,750,175,1,0,2,1125,123,97,10,10,10,10,10,10,f,moderate,f,f,2.29
3227,215,within an hour,1,0.5,f,2,t,-33.83013344,151.2281018,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,100,1,0,7,1125,5,100,10,10,10,10,10,10,f,flexible,f,f,0.1
3228,40,N/A,N/A,N/A,f,2,f,-33.92239322,151.1895698,Apartment,Private room,1,1,1,1,Real Bed,300,,1,10,1,1125,1,80,8,10,8,8,10,8,f,moderate,f,f,0.03
3229,250,N/A,N/A,N/A,f,1,f,-33.76391543,151.2506058,House,Entire home/apt,8,3,4,5,Real Bed,1000,250,4,50,3,28,0,,,,,,,,f,moderate,f,f,
3230,160,N/A,N/A,N/A,f,2,f,-33.90506055,151.2024485,Apartment,Entire home/apt,5,1,1,3,Real Bed,150,115,2,25,2,1124,5,92,9,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.19
3231,499,a few days or more,0,N/A,f,1,t,-33.8758217,151.221223,Apartment,Entire home/apt,4,2,2,2,Real Bed,1000,200,4,100,2,5,2,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.07
3232,100,N/A,N/A,N/A,f,1,f,-33.88666018,151.2705807,Apartment,Private room,2,1,1,1,Real Bed,,40,1,19,1,4,1,100,,10,10,10,8,8,f,flexible,f,f,0.02
3233,78,N/A,N/A,N/A,f,2,f,-33.80664661,151.1582358,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,3,1125,0,,,,,,,,f,flexible,f,f,
3234,220,within a day,1,0.67,f,2,t,-33.66136943,151.3178335,Guest suite,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
3235,78,within a few hours,1,0.75,f,2,f,-33.87493537,151.2055316,Apartment,Private room,1,1,1,0,Real Bed,500,35,1,50,1,1125,6,83,8,8,8,9,8,8,f,strict_14_with_grace_period,f,f,0.45
3236,90,N/A,N/A,N/A,f,1,f,-33.89810985,151.2724963,House,Private room,2,1,1,1,Real Bed,,,1,0,7,9,0,,,,,,,,t,flexible,f,f,
3237,140,within an hour,1,0.93,t,1,t,-33.63609193,151.3079809,House,Entire home/apt,2,1,1,1,Real Bed,500,,1,0,2,14,129,98,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,2.61
3238,74,N/A,N/A,N/A,f,1,t,-33.76238419,151.2668472,Apartment,Private room,2,1,1,1,Real Bed,,20,1,0,2,31,17,98,10,10,10,10,10,10,t,moderate,f,f,0.4
3239,45,N/A,N/A,N/A,f,1,t,-33.81162542,151.1049332,Apartment,Shared room,2,1,1,1,Airbed,,,1,0,5,60,0,,,,,,,,t,flexible,f,f,
3240,150,N/A,N/A,N/A,f,1,f,-33.88567831,151.2761647,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,80,1,0,2,1125,6,100,10,10,10,10,10,10,f,moderate,f,f,0.2
3241,499,within an hour,1,0.89,f,2,t,-33.92140045,151.2430448,Bungalow,Entire home/apt,8,1.5,2,6,Real Bed,500,80,1,0,5,30,0,,,,,,,,f,flexible,f,f,
3242,90,N/A,N/A,N/A,f,1,t,-33.84653716,151.2142508,Apartment,Private room,2,1,1,1,Real Bed,200,60,2,0,3,14,0,,,,,,,,t,flexible,f,f,
3243,65,within an hour,1,0.46,f,1,f,-33.92625748,151.2546208,Apartment,Private room,2,1,1,0,Real Bed,400,,1,0,4,30,1,100,10,10,10,10,10,10,t,moderate,f,f,0.34
3244,90,N/A,N/A,N/A,f,1,f,-33.88023832,151.2237289,Townhouse,Private room,2,1,1,1,Real Bed,,,1,0,2,14,1,100,10,10,10,10,10,10,f,flexible,f,f,0.05
3245,100,N/A,N/A,N/A,f,1,f,-33.88433439,151.2720048,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,2,90,4,18,0,,,,,,,,f,flexible,f,f,
3246,99,within an hour,1,1,f,1,t,-33.89188736,151.2077057,Apartment,Entire home/apt,10,1,2,7,Real Bed,300,115,4,20,1,1125,166,94,9,9,10,10,10,10,t,strict_14_with_grace_period,f,f,5.98
3247,150,within an hour,1,1,f,1,f,-33.8210327,151.2466669,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,20,2,20,1,1125,31,94,9,9,10,10,10,10,f,moderate,f,f,2.34
3248,124,within an hour,1,0.4,f,1,t,-33.88937946,151.1980542,House,Entire home/apt,4,1,1,1,Real Bed,200,,1,15,2,1125,10,98,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.33
3249,208,within an hour,1,0.82,f,39,t,-33.87764527,151.2137004,Apartment,Entire home/apt,6,1,0,5,Real Bed,500,,2,18,2,1125,13,78,8,7,9,9,10,8,f,strict_14_with_grace_period,f,f,0.31
3250,210,N/A,N/A,1,f,3,f,-33.92608412,151.2510256,Apartment,Entire home/apt,5,1,2,4,Real Bed,500,189,4,75,2,1125,47,96,10,10,10,10,10,9,t,moderate,f,f,1.28
3251,150,N/A,N/A,N/A,f,1,f,-33.9415675,151.2647551,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,7,14,1,,,,,,,,f,flexible,f,f,0.07
3252,100,N/A,N/A,N/A,f,1,t,-33.89345385,151.2670594,Apartment,Entire home/apt,4,1,2,2,Real Bed,300,80,1,0,1,1125,2,100,10,9,10,10,10,10,f,moderate,f,f,0.04
3253,141,N/A,N/A,1,f,1,t,-33.898049,151.269121,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,50,1,0,3,50,5,100,10,10,10,10,10,10,f,moderate,f,f,0.5
3254,170,N/A,N/A,N/A,f,1,f,-33.9074059,151.1785491,House,Entire home/apt,4,1,2,2,Real Bed,,,1,0,3,1125,0,,,,,,,,f,flexible,f,f,
3255,186,within an hour,1,0.97,t,2,t,-33.86663753,151.1695543,Cottage,Entire home/apt,2,1.5,1,1,Real Bed,0,80,1,0,2,1125,7,100,10,10,10,10,10,10,f,moderate,f,f,0.3
3256,165,within an hour,1,0.94,t,2,t,-33.80053008,151.2879947,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,160,1,0,3,30,30,92,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,2.56
3257,187,within an hour,0.94,0.99,f,26,f,-33.88050249,151.2027891,Apartment,Entire home/apt,6,1,1,1,Real Bed,350,110,1,20,1,1125,3,93,9,7,8,9,9,8,t,moderate,f,f,0.74
3258,100,N/A,N/A,0.98,f,6,f,-33.8867362,151.2100338,Townhouse,Entire home/apt,6,1,2,4,Real Bed,150,60,4,10,1,1125,2,100,10,10,10,10,10,10,t,flexible,f,f,0.21
3259,73,a few days or more,0.2,0.5,f,1,f,-33.78463565,151.0413086,Apartment,Private room,4,1,1,,Real Bed,0,50,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
3260,55,N/A,N/A,N/A,f,1,t,-33.91315628,151.2632592,Apartment,Private room,3,1,1,1,Real Bed,200,25,1,0,3,31,0,,,,,,,,t,flexible,f,f,
3261,125,within an hour,1,1,t,2,f,-34.06046388,151.0885158,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,2500,60,1,0,1,182,339,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,6.19
3262,499,N/A,N/A,N/A,f,1,f,-33.79640174,151.2799337,House,Entire home/apt,7,2,4,5,Real Bed,500,,1,0,14,24,0,,,,,,,,f,flexible,f,f,
3263,36,N/A,N/A,N/A,f,1,f,-33.9202658,151.2318422,Apartment,Private room,2,1,1,2,Real Bed,,,1,0,1,30,0,,,,,,,,t,flexible,f,f,
3264,200,within an hour,1,0.94,f,1,t,-33.8869432,151.2239538,Apartment,Entire home/apt,4,1,2,2,Real Bed,400,50,1,0,2,40,29,93,9,9,9,10,9,9,t,moderate,f,f,0.99
3265,174,within an hour,1,1,f,1,f,-33.63254347,151.3196475,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,0,35,1,0,1,31,14,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,6.89
3266,55,within an hour,1,0.89,t,3,f,-33.89477168,151.2560012,Apartment,Private room,1,1,1,1,Real Bed,,15,1,0,2,1125,8,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.35
3267,45,within an hour,1,0.71,f,0,f,-33.87561644,151.2169369,Apartment,Shared room,3,1,1,3,Real Bed,0,20,1,35,1,1125,2,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.11
3268,100,within an hour,1,1,t,1,t,-33.90079706,151.1339672,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,,35,1,0,2,1125,126,97,10,10,10,10,10,9,f,moderate,f,f,1.83
3269,71,within a day,0.6,0.7,f,2,f,-33.89139192,151.2625575,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,moderate,f,f,
3270,401,within a few hours,1,0.33,f,1,t,-33.90769647,151.2497146,House,Entire home/apt,6,2.5,3,3,Real Bed,900,180,5,70,7,27,2,100,10,10,10,10,10,10,f,moderate,f,f,0.14
3271,200,N/A,N/A,N/A,f,0,t,-33.8337039,151.2154281,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,6,1125,0,,,,,,,,f,moderate,f,f,
3272,90,within a few hours,1,1,f,1,f,-33.82620503,151.1764662,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,0,7,1125,19,93,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,0.67
3273,301,within a day,1,N/A,f,1,f,-33.69811454,151.3036204,House,Entire home/apt,10,3,4,6,Real Bed,1000,200,1,0,3,1123,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.07
3274,69,N/A,N/A,0.33,f,0,f,-33.88942198,151.1656269,House,Private room,2,1,1,1,Real Bed,,,1,0,2,14,0,,,,,,,,f,flexible,f,f,
3275,174,within an hour,1,0.95,f,71,f,-33.91899827,151.2578057,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,170,1,0,2,90,22,91,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,5.5
3276,69,N/A,N/A,N/A,f,1,f,-33.9055318,151.1807934,House,Private room,2,1,1,1,Real Bed,,,1,0,6,25,0,,,,,,,,t,flexible,f,f,
3277,199,within an hour,1,0.99,f,3,f,-33.87903699,151.1951851,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,75,3,20,1,1125,153,95,10,10,9,9,10,9,t,strict_14_with_grace_period,f,f,5.03
3278,120,within an hour,1,0.83,f,2,f,-33.77270238,151.0874992,Townhouse,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,moderate,f,f,
3279,136,N/A,N/A,N/A,f,2,t,-33.79314672,151.2854808,House,Private room,2,1,1,1,Real Bed,,,1,0,2,7,2,100,10,10,10,10,10,9,f,moderate,f,f,0.08
3280,200,N/A,N/A,0,f,1,f,-33.85696983,151.1793075,House,Entire home/apt,5,1,3,3,Real Bed,,150,1,0,3,1125,3,100,10,8,10,10,10,9,f,moderate,f,f,0.07
3281,279,within an hour,1,0.73,f,1,t,-33.80283367,151.2890283,Apartment,Entire home/apt,5,2,2,3,Real Bed,500,100,4,30,3,30,13,95,10,9,10,10,10,9,t,moderate,f,f,0.7
3282,115,N/A,N/A,N/A,f,1,f,-33.88705967,151.1813202,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,5,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.04
3283,80,within an hour,1,0.98,f,14,f,-33.92508819,151.2042544,House,Private room,3,1,1,2,Real Bed,,20,2,10,2,90,3,70,10,7,10,9,8,8,t,moderate,f,f,0.31
3284,158,within an hour,0.92,0.96,t,80,f,-33.88191625,151.2040257,Apartment,Entire home/apt,4,1,1,3,Real Bed,,50,3,30,1,1125,16,93,10,9,10,10,10,9,f,flexible,f,f,0.9
3285,75,within an hour,1,1,t,3,f,-33.93226015,151.1472307,Apartment,Private room,2,2.5,1,2,Real Bed,150,30,1,0,1,1125,1,100,10,8,10,10,10,8,t,flexible,f,f,0.06
3286,81,N/A,N/A,1,f,1,f,-33.88096733,151.2239159,House,Private room,2,1,1,1,Real Bed,0,40,1,0,5,1125,3,100,10,9,10,9,9,10,t,strict_14_with_grace_period,f,f,0.19
3287,81,within a day,1,0.91,t,2,t,-33.9787967,151.2482249,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,28,101,99,10,10,10,10,10,10,f,flexible,f,f,1.59
3288,141,within an hour,1,0.91,t,1,t,-33.79691943,151.2736691,Guest suite,Private room,3,1,1,2,Real Bed,700,60,1,0,4,60,19,96,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.66
3289,100,within an hour,1,1,f,1,f,-33.86465871,151.1765258,Guesthouse,Private room,2,1,0,1,Real Bed,,,1,0,2,31,68,93,9,9,10,10,10,10,t,flexible,f,f,5.91
3290,108,within an hour,0.75,1,f,1,f,-33.88905164,151.2730513,Apartment,Private room,2,1.5,1,1,Real Bed,,,1,0,1,1125,1,40,6,2,8,6,10,8,t,flexible,f,f,0.43
3291,90,N/A,N/A,N/A,f,1,t,-33.91995375,151.252387,Apartment,Private room,2,1,2,1,Real Bed,,10,1,20,1,14,34,98,10,10,10,10,10,10,f,moderate,f,f,0.69
3292,120,N/A,N/A,N/A,f,1,t,-33.85907214,151.1687238,Apartment,Entire home/apt,4,2,2,3,Real Bed,150,50,1,0,2,1125,9,94,9,9,10,9,9,9,f,flexible,f,f,0.19
3293,147,within a few hours,1,1,f,0,f,-33.96448909,151.1026248,Apartment,Entire home/apt,6,2,3,3,Real Bed,1000,139,1,0,3,1125,16,91,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,3.16
3294,200,within an hour,1,1,t,2,f,-33.84110904,151.2135523,Apartment,Entire home/apt,4,1,2,3,Real Bed,300,100,2,25,2,58,62,94,10,10,10,9,10,9,t,moderate,f,f,2.13
